Make,Model,GC Number,kW Gross,kW Net,Net kW (+5%/-10%),Max CO2%,Min CO2%,Max Ratio,Max Co (PPM),Max (Burner Pressure Mb),Min (Burner Pressure Mb),Strip Service Required
Potterton,Prima 80f,4160732,32.53,29.31,26.4 - 30.8,N/A,N/A,N/A,N/A,11.8,6.6,Yes
Potterton,Prima 100f,4160733,40.67,36.64,33.0 - 38.5,N/A,N/A,N/A,N/A,12.2,8,Yes
Potterton,Suprima 30,4160775,12.21,11.00,9.9 - 11.6,N/A,N/A,N/A,N/A,9.3,4.1,Yes
Potterton,Suprima 40,4160776,16.32,14.70,13.2 - 15.4,N/A,N/A,N/A,N/A,11.2,6.1,Yes
Potterton,Suprima 50,4160777,20.31,18.30,16.5 - 19.2,N/A,N/A,N/A,N/A,10.3,6.7,Yes
Potterton,Suprima 60,4160778,24.42,22.00,19.8 - 23.1,N/A,N/A,N/A,N/A,12.2,8.6,Yes
Potterton,Suprima 70,4160779,28.42,25.60,23.0 - 26.9,N/A,N/A,N/A,N/A,13.4,9.6,Yes
Potterton,Suprima 80,4160780,32.52,29.30,26.4 - 30.8,N/A,N/A,N/A,N/A,13.9,10.7,Yes
Potterton,Performa 28,4739307,32.60,29.37,26.4 - 30.8,N/A,N/A,N/A,N/A,12.5(+/-0.5),1.8(+/-0.2),Yes
Potterton,Performa 28i,4739308,32.60,29.37,26.4 - 30.8,N/A,N/A,N/A,N/A,12.5(+/-0.5),1.8(+/-0.2),Yes
Potterton,Performa 24i HE,4739312,27.53,24.80,22.3 - 26.0,N/A,N/A,N/A,N/A,10.2(+/-0.5),2.0(+/-0.2),Yes
Potterton,Performa 30 HE,4739313,33.86,30.50,27.5 - 32.0,N/A,N/A,N/A,N/A,12.1(+/-0.5),2.1(+/-0.2),Yes
Potterton,Heatmax Combi 28 HE,4739328,32.08,28.90,26.0 - 30.3,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Heatmax Combi 33 HE,4739329,37.74,34.00,30.6 - 35.7,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Apollo 25,4739337,28.93,26.06,23.5 - 27.4,9.0 (+/-0.4),8.4 (+/-0.4),0.004,N/A,N/A,N/A,Yes
Potterton,Apollo 30,4739338,33.30,30.00,27.0 - 31.5,9.1 (+/-0.4),8.4 (+/-0.4),0.004,N/A,N/A,N/A,Yes
Potterton,Titanium 24 ,4739339,27.42,24.70,22.2 - 25.9,8.7 (+/-0.2),8.4 (+/-0.2),0.004,350,N/A,N/A,Yes
Potterton,Titanium 28,4739340,32.08,28.90,26.0 - 30.3,8.7 (+/-0.2),8.4 (+/-0.2),0.004,350,N/A,N/A,Yes
Potterton,Titanium 33,4739341,37.74,34.00,30.6 - 35.7,8.7 (+/-0.2),8.4 (+/-0.2),0.004,350,N/A,N/A,Yes
Potterton,Titanium 40,4739342,45.73,41.20,37.1 - 43.3,8.7 (+/-0.2),8.4 (+/-0.2),0.004,350,N/A,N/A,Yes
Potterton,Gold 24 Comb iErp,4739343,27.40,24.68,22.2 - 25.9,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Gold 28 Combi Erp,4739344,32.10,28.92,26.0 - 30.4,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Gold 33 Combi Erp,4739346,37.70,33.96,30.6 - 35.7,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Promax 24 Combi ErP,4739347,27.40,24.68,22.2 - 25.9,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Promax 33 Combi ErP,4739349,37.70,33.96,30.6 - 35.7,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Titanium 24 Combi ErP,4739350,27.40,24.68,22.2 - 25.9,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Titanium 28 Combi ErP,4739351,32.10,28.92,26.0 - 30.4,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Titanium 33 Combi ErP,4739352,37.70,33.96,30.6 - 35.7,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Titanium 40 Combi ErP,4739353,45.70,41.17,37.1 - 43.2,8.7 (+/-0.2),8.4 (+/-0.2),0.004,N/A,N/A,N/A,Yes
Potterton,Promax Ultra 24 Combi ErP,4739354,27.40,24.68,22.2 - 25.9,9.0 (+/-0.7),9.0 (+/-0.7),0.004,N/A,N/A,N/A,Yes
Potterton,Promax Ultra 40 Combi ErP,4739357,45.80,41.26,37.1 - 43.3,9.0 (+/-0.7),9.0 (+/-0.7),0.004,N/A,N/A,N/A,Yes
Potterton,Assure Combi 25,4739358,28.60,25.77,23.2 - 27.1,9.0(+0.3/-0.2),8.5(+0.1/-0.4),0.004,N/A,N/A,N/A,Yes
Remeha,Avanta plus 24s,4128801,26.64,24.00,21.6 - 25.2,8.8(+/-0.1),8.8(+/-0.1),N/A,200,N/A,N/A,If Combustion Readings Are Unsatisfactory
Remeha,Avanta Plus 28c,4767302,31.08,28.00,25.2 - 29.4,8.8(+/-0.1),8.8(+/-0.1),N/A,200,N/A,N/A,If Combustion Readings Are Unsatisfactory
Vaillant,VC GB 112 EH,4104402,13.00,14.43,13.0 - 15.2,N/A,N/A,N/A,N/A,8.2(+/-0.8),N/A,Yes
Vaillant,VC GB 182 EH,4104404,22.20,24.64,22.2 - 25.9,N/A,N/A,N/A,N/A,4.9,N/A,Yes
Vaillant,VC GB 242 EH,4104407,29.60,32.86,29.6 - 34.5,N/A,N/A,N/A,N/A,5.1,N/A,Yes
Vaillant,VC GB 142 EH,4104409,17.80,19.76,17.8 - 20.7,N/A,N/A,N/A,N/A,8.0(+/-0.8),1.5,Yes
Vaillant,VC GB 282 EH,4104410,35.00,38.85,35.0 - 40.8,N/A,N/A,N/A,N/A,6.8,0.6,Yes
Vaillant,VU 142/1E,4104416,17.30,19.20,17.3 - 20.2,N/A,N/A,N/A,N/A,6.3,2,Yes
Vaillant,VU 182/1E,4104417,22.00,24.42,22.0 - 25.6,N/A,N/A,N/A,N/A,10.2,2,Yes
Vaillant,VU 242/1E,4104418,29.30,32.52,29.3 - 34.1,N/A,N/A,N/A,N/A,10,2,Yes
Vaillant,VU 282/1E,4104419,34.20,37.96,34.2 - 39.9,N/A,N/A,N/A,N/A,10.6,2,Yes
Vaillant,ThermoCompact 615/2 E VU GB 152/2-5,4104423,18.32,16.50,14.9 - 17.3,N/A,N/A,N/A,N/A,9.9,2.2,Yes
Vaillant,ThermoCompact 620/2 E VU GB 202/2-5,4104424,24.42,22.00,19.8 - 23.1,N/A,N/A,N/A,N/A,9,1.5,Yes
Vaillant,ThermoCompact 628/2 E VU GB 282/2-5,4104425,29.64,26.70,24.0 - 28.0,N/A,N/A,N/A,N/A,9.8,1.9,Yes
Vaillant,ThermoCompact 624/2 E VU GB 242/2-5,4104426,34.52,31.10,28.0 - 32.7,N/A,N/A,N/A,N/A,10.5,1.8,Yes
Vaillant,EcoMax 613/2 E,4104427,14.99,13.50,12.2 - 14.2,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 2 Years
Vaillant,EcoMax 618/2 E,4104428,20.42,18.40,16.6 - 19.3,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 2 Years
Vaillant,EcoMax 622/2 E,4104429,24.86,22.40,20.2 - 23.5,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 2 Years
Vaillant,EcoMax Pro 18e,4104430,20.65,18.60,16.7 - 19.5,9.0(+/-0.2),8.8(+/-0.2),N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoMax Pro 28e,4104431,31.75,28.60,25.7 - 30.0,9.0(+/-0.2),8.8(+/-0.2),N/A,250,N/A,N/A,Every 5 Years
Vaillant,ThermoCompact 637/2 E VU GB 362-5,4104432,44.96,40.50,36.5 - 42.5,N/A,N/A,N/A,N/A,12,1.2,Yes
Vaillant,EcoMax 635 E,4104443,38.74,34.90,31.4 - 36.6,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 2 Years
Vaillant,EcoTEC Plus 612,4104444,13.32,12.00,10.8 - 12.6,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Plus 615,4104445,16.65,15.00,13.5 - 15.8,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Plus 618,4104446,19.98,18.00,16.2 - 18.9,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 624,4104447,26.64,24.00,21.6 - 25.2,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 630,4104448,33.30,30.00,27.0 - 31.5,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 637,4104449,41.07,37.00,33.3 - 38.9,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Plus 415,4104453,16.98,15.30,13.8 - 16.1,9.3(+0.2/-0.5),N/A,N/A,N/A,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Plus 418,4104454,20.98,18.90,17.0 - 19.8,9.3(+0.2/-0.5),N/A,N/A,N/A,N/A,N/A,Every 5 Years
Vaillant,EcoTEC Plus 428,4104455,31.75,28.60,25.7 - 30.0,9.3(+0.2/-0.5),N/A,N/A,N/A,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 438,4104457,42.62,38.40,34.6 - 40.3,9.0(+0.2/-0.5),N/A,N/A,N/A,N/A,N/A,Every 5 Years
Vaillant,EcoTec VU GB 466/4-5,4104458,45.00,49.95,45.0 - 52.4,9.0(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 612 VU GB 126 /5-5,4104460,13.76,12.40,11.2 - 13.0,Between 7.8 and 10.2%,N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 615 VU GB 526 /5-5,4104461,17.21,15.50,14.0 - 16.3,Between 7.8 and 10.2%,N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 618 VU GB 186 /5-5,4104462,20.65,18.60,16.7 - 19.5,Between 7.8 and 10.2%,N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 624 VU GB 246 /5-5,4104463,27.42,24.70,22.2 - 25.9,Between 7.8 and 10.2%,N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 630 VU GB 306 /5-5,4104464,34.30,30.90,27.8 - 32.4,Between 7.8 and 10.2%,N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 637 VU GB 376 /5-5,4104465,42.29,38.10,34.3 - 40.0,Between 7.8 and 10.2%,N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 412 126/6-5 OV H-GB,4104471,13.65,12.30,11.1 - 12.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 415 156/6-5 OV H-GB,4104472,16.98,15.30,13.8 - 16.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 418 186/6-5 OV H-GB,4104473,20.42,18.40,16.6 - 19.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 424 246/6-5 OV H-GB,4104474,27.42,24.70,22.2 - 25.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 430 306/6-5 OV H-GB,4104475,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 435 356/6-5 OV H-GB,4104476,39.63,35.70,32.1 - 37.5,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 612 VU GB 126 /5-5 A,4104478,13.76,12.40,11.2 - 13.0,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 615 VU GB 526 /5-5 A,4104479,17.21,15.50,14.0 - 16.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 618 VU GB 186 /5-5 A,4104480,20.65,18.60,16.7 - 19.5,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 624 VU GB 246 /5-5 A,4104482,27.42,24.70,22.2 - 25.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 630 VU GB 306 /5-5 A,4104483,34.30,30.90,27.8 - 32.4,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 637 VU GB 376/5-5 A,4104485,34.32,38.10,34.3 - 40.0,9.0(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,Home Regular 12,4104488,13.65,12.30,11.1 - 12.9,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,Home Regular 15,4104489,16.98,15.30,13.8 - 16.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,Home Regular 18,4104490,20.42,18.40,16.6 - 19.3,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,Home Regular 25,4104491,28.31,25.50,23.0 - 26.8,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,Home Regular 30,4104492,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,Home System 12,4104494,13.54,12.20,11.0 - 12.8,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,Home System 15,4104495,16.98,15.30,13.8 - 16.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,Home System 18,4104496,20.42,18.40,16.6 - 19.3,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,Home System 25,4104497,28.31,25.50,23.0 - 26.8,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Exclusive 627 VU 256/5-7,4169402,33.63,30.30,27.3 - 31.8,Between 8.0 and 10.5%,N/A,0.0031,250,N/A,N/A,Yes
Vaillant,EcoFit Pure System 612 VU 126/6-3,4169403,16.98,15.30,13.8 - 16.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure System 615 VU 586/6-3,4169404,20.42,18.40,16.6 - 19.3,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure System 618 VU 186/6-3,4169405,28.53,25.70,23.1 - 27.0,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure System 625 VU 256/6-3,4169406,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure System 630 VU 306/6-3,4169407,39.63,35.70,32.1 - 37.5,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure OV 412 VU 126/6-3,4169408,16.98,15.30,13.8 - 16.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure OV 415 VU 156/6-3,4169409,20.42,18.40,16.6 - 19.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure OV 418 VU 186/6-3,4169410,28.53,25.70,23.1 - 27.0,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure OV 425 VU 256/6-3,4169411,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Pure OV 430 VU 306/6-3,4169412,39.63,35.70,32.1 - 37.5,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 412 126/6-5 OVZ H-GB,4169413,20.42,18.40,16.6 - 19.3,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Yes
Vaillant,EcoTec Plus 415 156/6-5 OVZ H-GB,4169414,20.42,18.40,16.6 - 19.3,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Yes
Vaillant,EcoTec Plus 418 186/6-5 OVZ H-GB,4169415,28.53,25.70,23.1 - 27.0,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Yes
Vaillant,EcoTec Plus 424 246/6-5 OVZ H-GB,4169416,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Yes
Vaillant,EcoTec Plus 430 306/6-5 OVZ H-GB,4169417,39.63,35.70,32.1 - 37.5,9.2(+/-1.0),N/A,0.0027,250,N/A,N/A,Yes
Vaillant,EcoFit Pure OV 5 VU 356/6-3,4169419,39.63,35.70,32.1 - 37.5,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 612 VU 126/5-5 H-GB,4169420,13.76,12.40,11.2 - 13.0,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 615 VU 156/5-5 H-GB,4169421,17.21,15.50,14.0 - 16.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 618 VU 186/5-5 H-GB,4169422,20.98,18.90,17.0 - 19.8,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 618 VU 186/5-5 P-GB,4169423,20.98,18.90,17.0 - 19.8,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 624 VU 246/5-5 H-GB,4169424,27.42,24.70,22.2 - 25.9,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 630 VU 306/5-5 H-GB,4169425,34.30,30.90,27.8 - 32.4,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 630 VU 306/5-5 P-GB,4169426,34.30,30.90,27.8 - 32.4,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 637 VU 376/5-5 H-GB,4169427,42.29,38.10,34.3 - 40.0,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 615 VU 156/6-3 H-GB,4169430,16.98,15.30,13.8 - 16.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 618 VU 186/6-3 H-GB,4169431,20.42,18.40,16.6 - 19.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 630 VU 306/6-3 H-GB,4169432,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 415 VU 156/6-3 OV H-GB,4169433,16.98,15.30,13.8 - 16.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 418 VU 186/6-3 OV H-GB,4169434,20.42,18.40,16.6 - 19.3,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoFit Sustain 430 VU 306/6-3 OV H-GB,4169435,33.97,30.60,27.5 - 32.1,9.2(+/-1.0),N/A,0.0031,250,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 610 VU 10CS/1-5 N-GB,4169445,11.32,10.20,9.2 - 10.7,Max O2% NG=Between 1.4 and 7.8,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 615 VU 15CS/1-5 N-GB,4169446,16.98,15.30,13.8 - 16.1,Max O2% NG=Between 3.0 and 7.5,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 620 VU 20CS/1-5 N-GB,4169447,22.64,20.40,18.4 - 21.4,Max O2% NG=Between 3.5 and 7.3,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 625 VU 25CS/1-5 N-GB,4169448,28.31,25.50,23.0 - 26.8,Max O2% NG=Between 1.8 and 7.3,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 630 VU 30CS/1-5 N-GB,4169449,33.97,30.60,27.5 - 32.1,Max O2% NG=Between 2.1 and 7.3,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,EcoTec Plus 635 VU 35CS/1-5 N-GB,4169450,39.63,35.70,32.1 - 37.5,Max O2% NG=Between 3.5 and 7.3,N/A,0.004,350,N/A,N/A,Every 5 Years
Vaillant,VCW Sine 18 3TW,4704401,26.00,28.86,26.0 - 30.3,N/A,N/A,N/A,N/A,10.6,N/A,Yes
Vaillant,TurboMAX Plus 824/2 E VUW GB 242/2-5,4704404,29.64,26.70,24.0 - 28.0,N/A,N/A,N/A,N/A,9.8,N/A,Yes
Vaillant,TurboMAX Plus 828/2 E VUW GB 282/2-5,4704409,34.52,31.10,28.0 - 32.7,N/A,N/A,N/A,N/A,10.5,1.8,Yes
Vaillant,TurboMax Pro 24/2E,4704410,29.64,26.70,24.0 - 28.0,N/A,N/A,N/A,N/A,Between 1.9 and 9.8*Range Rated  Refer To M.I's*,1.9,Yes
Vaillant,TurboMax Pro 28/2E,4704411,34.52,31.10,28.0 - 32.7,N/A,N/A,N/A,N/A,Between 1.8 and 10.5*Range Rated  Refer To M.I's*,1.8,Yes
Vaillant,EcoMAX 824/2E,4704412,25.53,23.00,20.7 - 24.2,9.2(+/-1.0),N/A,N/A,250,N/A,N/A,Every 5 Years
Viessmann,Vitodens 100-W WB1C Combi 30kW,4781921,33.30,30.00,27.0 - 31.5,between 7.4 and 10.5,between 7.4 and 10.5,N/A,N/A,N/A,N/A,Yes
Viessmann,Vitodens 100-W WB1B 16kW,4181922,16.65,15.00,13.5 - 15.8,between 7.4 and 10.5,between 7.4 and 10.5,0.004,N/A,N/A,N/A,Yes
Viessmann,Vitodens 100-W WB1B System 26kW,4181918,28.86,26.00,23.4 - 27.3,between 7.4 and 10.5,between 7.4 and 10.5,0.008,500,N/A,N/A,Yes
Viessmann,Vitodens 100-W WB1B 13kW,4181921,13.54,12.20,11.0 - 12.8,between 7.4 and 10.5,between 7.4 and 10.5,0.004,N/A,N/A,N/A,Yes
Viessmann,Vitodens 100-W WB1B Combi 26kW,4781912,28.86,26.00,23.4 - 27.3,between 7.4 and 10.5,between 7.4 and 10.5,0.008,500,N/A,N/A,Yes
Viessmann,Vitodens 100-W WB1C Combi 26kW,4781920,28.86,26.00,23.4 - 27.3,between 7.4 and 10.5,between 7.4 and 10.5,N/A,N/A,N/A,N/A,Yes
Viessmann,Vitodens 100-W WB1C System 26kW,4181927,26.97,24.30,21.9 - 25.5,Between 7.4 and 10.5%,between 7.4 and 10.5,N/A,N/A,N/A,N/A,Yes
Worcester,Greenstar 12i System,4131167,13.68,12.32,11.1 - 12.9,9.65(+/-0.5),8.65(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -3.9mb
Worcester,24CDi,4731130,29.97,27.00,24.3 - 28.4,N/A,N/A,N/A,N/A,14.8,1.5,Yes
Worcester,Greenstar 24i System,4131168,27.33,24.62,22.2 - 25.9,9.8(+/-0.5),9.2(+/-0.5),0.002,200,N/A,N/A,If Fan Pressure Is Less Than -4.1mb
Worcester,24i Junior,4731169,28.75,25.90,23.3 - 27.2,between 6.5 and 7.5%,N/A,between 0.002 and 0.010,N/A,13.6,1.4,Yes
Worcester,24i RSF,4731137,28.92,26.05,23.4 - 27.4,N/A,N/A,N/A,N/A,13.6,1,Yes
Worcester,28Si,4731151,34.52,31.10,28.0 - 32.7,N/A,N/A,N/A,N/A,14.1,0.7,Yes
Worcester,Greenstar 25i ErP,4740660,28.32,25.51,23.0 - 26.8,between 9.0 and 10.8%above 8.2%,between 8.0 and 10.6%,0.002,200,N/A,N/A,If Fan Pressure Is Less Than -4.5mb
Worcester,28CDI,4731134,34.97,31.50,28.4 - 33.1,N/A,N/A,N/A,N/A,10.8,1,Yes
Worcester,28i Junior,4731170,33.30,30.00,27.0 - 31.5,between 6.5 and 7.5%,N/A,between 0.002 and 0.010,N/A,14.7,1.2,Yes
Worcester,28i RSF,4731154,33.30,30.00,27.0 - 31.5,N/A,N/A,N/A,N/A,13.5,1,Yes
Worcester,Greenstar 30i ErP,4740662,33.98,30.61,27.5 - 32.1,between 9.0 and 10.8%above 8.2%,between 8.0 and 10.6%,0.002,200,N/A,N/A,If Fan Pressure Is Less Than -6.2mb
Worcester,Greenstar 32 CDi,4740646,36.24,32.65,29.4 - 34.3,9.1(+1.0/-0.5),8.5(+/-1.0),0.0025,250,N/A,N/A,If Fan Preesure Is Less Than -4.4mb
